price,location,brand,model,km_driven,vehicle_type,engine_capacity,origin,age,brand_model,description,xe_zin,xe_da_thay_doi,xe_co,xe_pkl,xe_chinh_chu,xe_nang_cap,log_km,km_per_year,vehicle_type_num,engine_capacity_num,origin_num,is_outlier,cluster,cluster_label
5.7,Quận 12,SYM,Elegant,25000,Xe số,100 - 175 cc,Other,13,SYM Elegant,elegant hãng sym cực ngon baobền như honđa mạnh êm ái anh em tiền ít muốn kiếm xe cực ngon bền như honda wave alpha alo em nha em bán chiếc elegant đúng hãng sym chất lượng khỏi chê máy móc cực ngon bao bền càng chạy càng bền nhé các chức năng đủ hết để kèm xi nhan ok tóm lại mua về chạy liền nha giấy giấy đăng ký đủ cả,False,False,False,False,False,False,10.12667110305036,1785.7142857142858,2,0,3,False,10,Tay Ga Phổ Thông - Đại Trà
12.0,Quận 12,Honda,Dream,80000,Xe số,50 - 100 cc,Nhật Bản,27,Honda Dream,bán xe super dream đời đầu cần bán xe super dream đời đầu như hình biển số tphcm xe minh đang sử dụng đề đèn kèn xi nhan hđ đủ động cơ êm ái ái mạnh thích họp anh em mua đi làm hàng ngày hoặc dọn kiểng bán tại nhà giao giấy đăng ký gốc bao tranh chấp có bớt cafe cho anh em vui vẻ,False,False,False,False,False,True,11.289794413577894,2857.1428571428573,2,1,2,False,1,Xe Số Cũ - Giá Rẻ
8.5,Quận 12,Honda,Cub,40000,Xe số,50 - 100 cc,Nhật Bản,26,Honda Cub,bán xe cub chính chủ bso tp triệu xe honda cub chính chủ bso tp giấy đăng ký đầy đủ xe rất nhạy nổ lợi xăng xe đang đi làm hàng ngày hàng ngày bình thường đèn kèn to rõ đã thay bình xăng lớn baga sườn mới inox dày rổ xe đồ chơi nhật dày còn mới đẹp mới mới thay niềng trước cặp bánh mới còn đủ bộ khoá nguyên bản mới vị trí dùng chìa nổ cổ không đã thay mới xi nhan sau niềng trước bánh mới ruột sơn cũ một số vị trí sườn có gỉ,True,False,False,False,True,True,10.596659732783579,1481.4814814814815,2,1,2,False,5,Tay Ga - Đã Nâng Cấp
17.0,Quận 12,Honda,Wave,120000,Xe số,100 - 175 cc,Nhật Bản,1,Honda Wave,xe mơi mua đi đuoc mấy tháng nhà dư xe cần thanh lý lại xe màu sắc mua còn như mới lúc mua triệu,False,False,False,False,False,False,11.695255355062795,60000.0,2,0,2,False,4,Tay Ga - Cường Độ Cao (Taxi/Grab)
2.5,Quận 12,Yamaha,Nouvo,198999,Tay ga,100 - 175 cc,Other,14,Yamaha Nouvo,xe y hình đề nhẹ là chạy mới mua xe khác để lại a e cần mạnh êm ái muốn xe ngon tiền nào của nấy giá này a e hiểu rồi bao tranh chấp cảm ơn chợ chạy tốt duyệt tin,False,False,False,False,False,False,12.201060103706629,13266.6,1,0,3,False,10,Tay Ga Phổ Thông - Đại Trà
28.0,Quận 12,Yamaha,Nvx,53000,Tay ga,100 - 175 cc,Việt Nam,6,Yamaha Nvx,bán xe nvx smart key bán xe yamaha nvx smart key bản full phanh abs mình chuyển qua chạy xe đạp điện hơn tháng nay thấy khá ổn ít phát sinh như cầu chạy xe máy nên có nhu cầu chuyển nhượng lại cho bạn nào hữu duyên thời gian đăng ký xe chính chủ tên mình biển tphcm quãng đường khoảng khuyến mãi tình trạng xe máy khỏe vận hành chạy tốt ngoại quan như hình lịch sử xe xe được bảo dưỡng định kỳ đầy đủ đúng lịch trình yêu cầu của hãng yamaha chủ xe dân văn phòng nhưng yêu tốc độ xe chăm xe chưa bao giờ rửa xe ngoài tự tay rửa xe tại nhà mỗi cuối tuần hành trình của xe bình thường ngày khoảng khuyến mãi từ nhà đến cơ quan và ngược lại chuyến đi xa nhất tphcm đến bình long bình phước chạy đại lộ bình dương mới thấy cảm giác chạy xe yamaha động cơ rất nhanh mạnh tăng tốc mượt mà xe còn mới đẹp máy nguyên bản chính chủ yêu xe chăm xe bạn nào có nhu cầu liên hệ mình nhé tiến địa chỉ xem xe thứ bảy và chủ nhật xem tại nhà ở an phú đông phường an phú đông quận thứ đến thứ xe để tại cơ quan hai bà trưng phường võ thị sáu quận cảm ơn các bạn đã dành thời gian để đọc tin trân trọng,True,False,False,False,True,True,10.87806606028079,7571.428571428572,1,0,6,False,5,Tay Ga - Đã Nâng Cấp
7.0,Quận 12,Suzuki,other,50000,Xe số,100 - 175 cc,Other,21,Suzuki other,bán xe số như hình hết đam mê tốc độ xe nên mình cần bán xe suzuki shogun như hình bs tphcm có bớt lộc cho anh em nhanh gọn lẹ xe đề đèn kèn xi nhan đầy đủ động cơ êm ái ái anh em mua về là chạy liền trước đây mình cũng mua lại nên giờ bán giao giấy đăng ký bao tranh chấp mua bán tại nhà thạnh lộc quận mong chợ chạy tốt duyệt dùm mình xin cảm ơn,False,False,False,False,False,True,10.819798284210286,2272.7272727272725,2,0,3,False,5,Tay Ga - Đã Nâng Cấp
15.0,Quận 12,Honda,Air Blade,123123,Tay ga,100 - 175 cc,Nhật Bản,9,Honda Air Blade,dư dùng bao tranh chấp bs tp xe đag đi dư dùng để lại cho anh em về thay lớp là chạy,False,False,False,False,False,False,11.720947256613997,12312.3,1,0,2,False,10,Tay Ga Phổ Thông - Đại Trà
7.9,Quận 12,Yamaha,Jupiter,69000,Xe số,100 - 175 cc,Other,18,Yamaha Jupiter,jupiter gravita máy thái máy nguyên bản êm ái ru xe chất cần bán chiếc jupiter gravita số khung số máy trùng nhau máy nhập thái chạy siêu bền theo thời gian máy nguyên bản êm ái ru bao chạy nhẹ luôn ạ tất cả chức năng full hoạt động chạy tốt ai cần xe chạy đi làm hàng ngày liên hệ mình nha biển số sài gòn giấy đăng ký đầy đủ hợp lệ bao tranh chấp toàn quốc photo căn cước công dân của mình mua bán tại nhà yên tâm xin cảm ơn,True,False,False,False,False,False,11.141876276228,3631.5789473684213,2,0,3,False,9,Tay Ga - Zin (Không Chính Chủ)
30.0,Quận 12,Honda,Air Blade,220000,Tay ga,100 - 175 cc,Việt Nam,2,Honda Air Blade,xe đời chủ xe nhà chạy chính chủ nay đổi xe mới bán cho anh em về chay có đi cặp vỏ michelin,False,False,False,False,True,False,12.301387370778713,73333.33333333333,1,0,6,False,4,Tay Ga - Cường Độ Cao (Taxi/Grab)
19.5,Quận 12,Honda,Vision,40000,Tay ga,100 - 175 cc,Việt Nam,9,Honda Vision,bán vision dọn máy độ xe máy zc mâm xe c led trước sau kèm ống xả móc la theo bài ống xả đang đi là êm ái đích nguyên bản xe c có giảm giá mạnh,True,False,False,False,False,True,10.596659732783579,4000.0,1,0,6,False,5,Tay Ga - Đã Nâng Cấp
51.0,Quận 12,Honda,Vario,49000,Tay ga,100 - 175 cc,Other,7,Honda Vario,cần bán vario mẫu cũ ngay chủ đứng tên cần bán vario ngay chủ đứng tên giấy đăng ký sang tên mua bán uỷ quyền đều được hiện trạng xe nhà sử dụng nguyên bản cũ theo năm tháng máy móc nguyên nguyên bản chưa đụng chạm xe đi quãng đường đúng ai cần liên hệ xem xe quận,True,False,False,False,True,False,10.799595985047786,6125.0,1,0,3,False,2,Tay Ga Zin - Chính Chủ
11.0,Quận 12,Honda,Blade,417709,Xe số,100 - 175 cc,Nhật Bản,9,Honda Blade,xe blade xe như hình chính chů trưc tiêp anh em nào can alo mình nhé,False,False,False,False,False,False,12.942542690825938,41770.9,2,0,2,False,4,Tay Ga - Cường Độ Cao (Taxi/Grab)
2.5,Quận 12,Yamaha,other,198999,Xe số,100 - 175 cc,Other,14,Yamaha other,xe như hình vợ đi làm hàng ngày hàng ngày thương nó nhất không hao xăng nay mua xe khác để lại ai cần muốn xe ngon tiền nào của nấy giá này a e hiểu rồi bao tranh chấp cảm ơn chợ chạy tốt duyệt tin,False,False,False,False,False,False,12.201060103706629,13266.6,2,0,3,False,10,Tay Ga Phổ Thông - Đại Trà
12.0,Quận 12,Honda,Wave,35000,Xe số,100 - 175 cc,Việt Nam,6,Honda Wave,xe wave a mới lột keo cần ra đi em nó tình trạng động cơ êm ái ái ru đầu chưa nhấc dàn áo còn mới đẹp mới tháo keo biển số tình có giấy đăng ký gốc bán cửa hàng bao tranh chấp,False,False,False,False,False,False,10.463131911491967,5000.0,2,0,6,False,10,Tay Ga Phổ Thông - Đại Trà
30.5,Quận 12,Honda,Wave,49000,Xe số,50 - 100 cc,Thái Lan,27,Honda Wave,can bán xe can ban chiec wawe thái nguyên bản nguyen thuỷ dan chân tray tróc theo thoi gian bao tranh chap chu cũ xuat cảnh,True,False,False,False,False,False,10.799595985047786,1750.0,2,1,4,False,1,Xe Số Cũ - Giá Rẻ
7.5,Quận 12,Yamaha,Sirius,40500,Xe số,100 - 175 cc,Việt Nam,15,Yamaha Sirius,sirius nguyên bản sirius máy nguyên bản cực kỳ êm ái còn mới đẹp sach sẽ mâm xe xe con quá còn mới đẹp bs không c ban bao tranh chấp tai nhà ai cần alo nha,True,False,False,False,False,False,10.609081944147828,2531.25,2,0,6,False,9,Tay Ga - Zin (Không Chính Chủ)
8.5,Quận 12,Honda,Lead,90000,Tay ga,100 - 175 cc,Việt Nam,12,Honda Lead,xe còn chạy tốt xe thường xuyên vảo trì biển số biên hoà đồng nai,False,False,False,False,False,False,11.407576060361786,6923.076923076923,1,0,6,False,10,Tay Ga Phổ Thông - Đại Trà
8.8,Quận 12,Yamaha,Sirius,25000,Xe số,100 - 175 cc,Other,10,Yamaha Sirius,xe sirius nguyên bản động cơ êm ái ái ru bs tỉnh xe nhà đi lâu nay sirius nguyên nguyên bản dàn áo còn còn mới đẹp máy móc êm ái ru bs tỉnh giấy tờ đầy đủ bán tại nhà qua xem trực tiếp nha ok thì lấy xin cảm ơn,True,False,False,False,False,False,10.12667110305036,2272.7272727272725,2,0,3,False,9,Tay Ga - Zin (Không Chính Chủ)
2.9,Quận 12,Yamaha,Nouvo,1000,Tay ga,100 - 175 cc,Other,10,Yamaha Nouvo,xe dư cần bán xe dư e cần thanh lý giấy tờ đầy đủ,False,False,False,False,False,False,6.90875477931522,90.9090909090909,1,0,3,False,10,Tay Ga Phổ Thông - Đại Trà
2.0,Quận 12,Honda,Wave,100000,Xe số,50 - 100 cc,Other,16,Honda Wave,cần bán xe cần bán xe nhu hinh ai có nhu cầu liên hệ,False,False,False,False,False,False,11.51293546492023,5882.35294117647,2,1,3,False,1,Xe Số Cũ - Giá Rẻ
30.0,Quận 12,Honda,Vario,2600,Tay ga,100 - 175 cc,Ấn Độ,2,Honda Vario,bán vario đen nhám xe chính chủ đầy đủ giấy tờ phụ tùng nguyên bản,True,False,False,False,True,False,7.8636512654486515,866.6666666666666,1,0,9,False,2,Tay Ga Zin - Chính Chủ
82.0,Quận 12,Honda,SH,50000,Tay ga,100 - 175 cc,Việt Nam,4,Honda SH,honda sh abs xe chính chủ còn thương lượng xe nữ chạy nên máy còn im và xe được dán keo nguyên xe nên anh chị cứ yên tâm nha,False,False,False,False,True,False,10.819798284210286,10000.0,1,0,6,False,8,Tay Ga - Chính Chủ (Không Zin)
3.6,Quận 12,Honda,other,15846,Xe số,Dưới 50 cc,Đài Loan,18,Honda other,nhà dư cần bán nhà em mới mua chiếc tay ga để đi làm hàng ngày nên không dùng tới nữa chia lại chiếc xe này cho anh chị nào cần sử dụng đề đèn còi xi nhan đầy đủ ạ,False,False,False,False,False,False,9.670735486942808,834.0,2,2,7,False,7,Tay Ga Nhỏ (<50cc) - Chính Chủ
80.0,Quận 12,Honda,SH,50325,Tay ga,100 - 175 cc,Việt Nam,4,Honda SH,cần bán xe honda sh abs i xe nữ chạy còn mới shabs i xuât xứ việt nam xe còn nguyên bản chưa qa sữa chữa xe đời,True,False,False,False,False,False,10.826277121150113,10065.0,1,0,6,False,9,Tay Ga - Zin (Không Chính Chủ)
3.0,Quận 12,Yamaha,Nouvo,100000,Tay ga,100 - 175 cc,Nhật Bản,10,Yamaha Nouvo,xe novo bán xác xe như hình ace cần liên hệ e nhá cảm ơn,False,False,False,False,False,False,11.51293546492023,9090.90909090909,1,0,2,False,10,Tay Ga Phổ Thông - Đại Trà
8.0,Quận 12,Piaggio,Fly,600000,Tay ga,100 - 175 cc,Việt Nam,9,Piaggio Fly,bán xe fly xe ít đi động cơ êm ái ái nhanh mạnh mình có xe không đi tới xe mới bảo dưỡng định kỳ thay nhớt động cơ êm ái ái nhanh mạnh,False,True,False,False,False,False,13.304686600863562,60000.0,1,0,6,False,4,Tay Ga - Cường Độ Cao (Taxi/Grab)
6.2,Quận 12,Yamaha,Sirius,30000,Xe số,100 - 175 cc,Nhật Bản,17,Yamaha Sirius,sirius nguyên bản mạnh bs xe đang chạy nhà dùng do đổi tay ga cho vợ nên bán xe còn mạnh vot êm ái liền lạc bình hơi yếu nên đạp nhẹ là nổ mua bán nhà dùng ace yên tâm bao tranh chấp ạ ai cần inbox cảm ơn ạ,True,False,False,False,False,False,10.308985993422082,1666.6666666666667,2,0,2,False,9,Tay Ga - Zin (Không Chính Chủ)
6.8,Quận 12,Honda,Wave,1,Xe số,50 - 100 cc,Việt Nam,16,Honda Wave,cần bán xe biển số thành phố chủ nhà dư cằn bán xe như hình tình trạng xe còn mạnh và êm ái mọi chức năng còn hoạt động đầy đủ anh chị em cần liên hệ mua bán tại nhà yêu tiên anh chị mua về sử dụng còn anh chị em của hàng cảm thấy khó bỏ qua rúp em đừng ép giá quá là được cám ơn mọi người đã xem tin,False,False,False,False,False,False,0.6931471805599453,0.058823529411764705,2,1,6,False,6,Tay Ga - Mới/Ít Km
14.0,Quận 12,Yamaha,Exciter,66000,Tay côn/Moto,100 - 175 cc,Việt Nam,8,Yamaha Exciter,exciter xe còn mới đẹp động cơ êm ái ái biển số tỉnh cửa hàng viết giấy tay bao tranh chấp bao an ninh xe năm,False,False,False,False,False,False,11.097425172408931,7333.333333333333,0,0,6,False,10,Tay Ga Phổ Thông - Đại Trà
2.2,Quận 12,SYM,other,198999,Xe số,Trên 175 cc,Other,14,SYM other,xe sym bao chở hàng xe chở hàng máy sym bao mạnh giá này a e hiểu rồi bao tranh chấp cảm ơn chợ chạy tốt duyệt tin,False,False,False,False,False,False,12.201060103706629,13266.6,2,3,3,False,7,Tay Ga Nhỏ (<50cc) - Chính Chủ
21.75,Quận 12,Yamaha,Exciter,25000,Xe số,100 - 175 cc,Việt Nam,9,Yamaha Exciter,xe còn nguyên bản mới xe chính chủ xe chính chủ khuyến mãi lần thây nhớt xe mới,True,False,False,False,True,False,10.12667110305036,2500.0,2,0,6,False,2,Tay Ga Zin - Chính Chủ
4.0,Quận 12,Honda,other,100000,Xe số,100 - 175 cc,Trung Quốc,21,Honda other,cần bán xe longcin ace thích hợp đi cày bừa thanh lý xe dream longcin cho ace đi cày máy hoạt động bình thường triệu chẵn ace hợp nhãn liên hệ xem xe trực tiếp tại gò vấp,False,False,False,False,False,False,11.51293546492023,4545.454545454545,2,0,5,False,1,Xe Số Cũ - Giá Rẻ
25.0,Quận 12,Yamaha,Exciter,60000,Tay côn/Moto,100 - 175 cc,Việt Nam,8,Yamaha Exciter,exciter zz redleo touring chia tay nội công máy zz redleo touring bền dàn áo style thái mxking đầu up led mâm xe cây mới thay vỏ mechilin mới thay nhông sên dĩa nhớt liên hệ xem xe tại tphcm,False,False,False,False,False,False,11.002116507732017,6666.666666666667,0,0,6,False,10,Tay Ga Phổ Thông - Đại Trà
18.7,Quận 12,Suzuki,Raider,50000,Tay côn/Moto,100 - 175 cc,Other,7,Suzuki Raider,cần bán xe tình trạng xe máy móc chưa đụng chạm đi nguyên bản nguyên bản xe cá nhân không phải cửa hàng biển số thành phố công chứng ủy quyền quãng đường không anh em nào thiện chí thì nhắn tin cho mình có thể xem xe ở quận giảm giá nhẹ cho anh em cà phê nếu ở xa chút không tiếp anh em cò lái thông cảm,True,False,False,False,True,False,10.819798284210286,6250.0,0,0,3,False,2,Tay Ga Zin - Chính Chủ
10.0,Quận 12,Honda,Air Blade,30000,Tay ga,100 - 175 cc,Nhật Bản,10,Honda Air Blade,đã mua xe điện cần bán xe air blade này xe đi làm hàng ngày bình thường mới mua xe điện nên dư còn lại thì xe không có vấn đề gì số điện thoại tiếp anh em nhanh gọn lẹ,False,False,False,False,False,False,10.308985993422082,2727.2727272727275,1,0,2,False,10,Tay Ga Phổ Thông - Đại Trà
39.9,Quận 12,Suzuki,Satria,600,Tay côn/Moto,100 - 175 cc,Việt Nam,1,Suzuki Satria,xe satria lướt mới cứng khuyến mãi xe satria lướt còn mới đẹp khuyến mãi chính chủ uỷ quyền thanh lý nhanh gọn cho anh em giá yêu không xem xe thiện chí có giảm giá thêm ạ xem xe hcm quận alo gọi sđt nha mọi người,False,False,False,False,True,False,6.398594934535208,300.0,0,0,6,False,8,Tay Ga - Chính Chủ (Không Zin)
8.2,Quận 12,Yamaha,Sirius,0,Xe số,100 - 175 cc,Việt Nam,10,Yamaha Sirius,siriuc xe chính chủ ky khó bán giao cmdd xe biển bến tre máy rất êm ái ban tại nhà,False,False,False,False,True,False,0.0,0.0,2,0,6,False,6,Tay Ga - Mới/Ít Km
7.0,Quận 12,Honda,Wave,0,Xe số,100 - 175 cc,Việt Nam,16,Honda Wave,wave xe may êm ái biển số thành phố không c ban tại nhà bao tranh chấp xe con kha la ok,False,False,False,False,False,False,0.0,0.0,2,0,6,False,6,Tay Ga - Mới/Ít Km
22.6,Quận 12,Yamaha,Exciter,24958,Tay côn/Moto,100 - 175 cc,Việt Nam,9,Yamaha Exciter,exciter chính chủ chính chủ đồ nguyên bản theo xe còn đủ giá còn thương lượng xe chính chủ đời chủ có đổi bô đồ chơi bô và vè đồ nguyên bản theo xe còn đủ xe đi ít khuyến mãi nhưng đi đều và kỹ hàng tuần,True,False,False,False,True,True,10.124989757578213,2495.8,0,0,6,False,5,Tay Ga - Đã Nâng Cấp
23.5,Quận 12,Honda,Vision,160000,Tay ga,100 - 175 cc,Việt Nam,6,Honda Vision,xe còn rất mới nước sơn còn nguyên đến xe mua về chỉ việc đổ xăng chạy mới dán keo nguyên con máy móc êm ái ru còn đủ kiếng và chìa của hãng xe chính chủ bán công chứng ngay giá còn thương lượng ạ,False,False,False,False,True,False,11.982935344196433,22857.14285714286,1,0,6,False,8,Tay Ga - Chính Chủ (Không Zin)
9.8,Quận 12,Nioshima,Nio Fi 50cc,6000,Tay ga,Dưới 50 cc,Other,4,Nioshima Nio Fi 50cc,bán xe tay ga chính chủ nioshima xe giấy tờ chính chủ biển số quận gò vấp địa chỉ xem xe phường an phú đông quận,False,False,False,False,True,False,8.699681400989514,1200.0,1,2,3,False,7,Tay Ga Nhỏ (<50cc) - Chính Chủ
9.8,Quận 12,Nioshima,Nio Fi 50cc,4000,Tay ga,Dưới 50 cc,Other,4,Nioshima Nio Fi 50cc,bán xe tay ga chính chủ hãng nioshima xe tay ga chính chủ nioshima đã sử dụng biển số quận gò vấp địa chỉ xem xe an phú đông quận,False,False,False,False,True,False,8.294299608857235,800.0,1,2,3,False,7,Tay Ga Nhỏ (<50cc) - Chính Chủ
30.0,Quận 12,Honda,Dream,500000,Xe số,50 - 100 cc,Thái Lan,33,Honda Dream,dream thailand đời đầu cục chất nguyên bản sưu tầm phmotocare tô ký trung mỹ tây quận chuyên mua bán trao đổi các dòng xe máy cũ giá thị trường đến tay người tiêu dùng dream thái chính chủ đời đầu cục chất nguyên bản sưu tầm cho anh em đam mê thiện chí ngoại hình xe tổng thể rất mới và còn mới đẹp dàn nhựa dàn chân cứng cáp máy móc êm ái ái xe chính chủ của một đại gia quận giữ kĩ chăm bảo dưỡng định kỳ định kì còn rất mới sang tên uỷ quyền mua bán đầy đủ có giảm giá chút cho người thiện chí giới thiệu ai quan tâm inbox zalo hoặc qua chotot cho cửa hàng nhé,True,False,True,False,True,False,13.122365377402328,14705.882352941177,2,1,4,False,1,Xe Số Cũ - Giá Rẻ
35.0,Quận 12,Honda,Air Blade,16000,Tay ga,100 - 175 cc,Việt Nam,2,Honda Air Blade,bán air blade val xe đi kĩ phuộc nhún rcb mới vỏ mcl mới yên xe kydan,False,False,False,False,False,False,9.680406499268875,5333.333333333333,1,0,6,False,10,Tay Ga Phổ Thông - Đại Trà
4.7,Quận 12,Yamaha,Nouvo,79797,Tay ga,100 - 175 cc,Nhật Bản,15,Yamaha Nouvo,cần bán nouvo bán tại nhà bao tranh chấp động cơ êm ái ái giấy tờ đầy đủ vui lòng nhắn tin không gọi điện,False,False,False,False,False,False,11.287253720467184,4987.3125,1,0,2,False,10,Tay Ga Phổ Thông - Đại Trà
18.0,Quận 12,Suzuki,Raider,50000,Tay côn/Moto,100 - 175 cc,Other,7,Suzuki Raider,cần bán xe đang đi tình trạng xe máy móc nguyên bản nguyên bản chưa rớt có thể công chứng ủy quyền giấy đăng ký xe gốc đầy đủ biển số thành phố mình không tiếp anh em cò lái anh em thông cảm giảm giá nhẹ cho anh em ở xa ít xăng cộ nếu thiện chí mua,True,False,False,False,False,False,10.819798284210286,6250.0,0,0,3,False,9,Tay Ga - Zin (Không Chính Chủ)
10.0,Quận 12,Yamaha,Janus,72000,Tay ga,100 - 175 cc,Nhật Bản,8,Yamaha Janus,xe không đi cần bán triệu khu có nhu cầu sử dụng nhiều nên vợ e cần pas lại con xe này bán xe giấy đăng ký không sang tên bao tranh chấp a c có nhu cầu xin liên hệ tam ba,False,False,False,False,False,False,11.184435286790631,8000.0,1,0,2,False,10,Tay Ga Phổ Thông - Đại Trà
25.0,Quận 12,Yamaha,Exciter,10000,Xe số,100 - 175 cc,Nhật Bản,4,Yamaha Exciter,xe còn mới đẹp độ xe dân chơi xe độ xe dân chơi bán cho a e có nhu cầu,False,False,False,False,False,True,9.210440366976517,2000.0,2,0,2,False,5,Tay Ga - Đã Nâng Cấp
6.3,Quận 12,Honda,Air Blade,20000,Tay ga,100 - 175 cc,Other,17,Honda Air Blade,xe nhà đi airblade nguyên bản biển số thành phố động cơ êm ái ái xe nhà đi lâu nay airblade nguyên nguyên bản máy móc êm ái ru đèn còi xi nhanh đầy đủ biển số thành phố giấy tờ đầy đủ lun nha xe nhỏ gọn lợi xăng ai cần qua nhà e xem nha xin cảm ơn,True,False,False,False,False,False,9.90353755128617,1111.111111111111,1,0,3,False,9,Tay Ga - Zin (Không Chính Chủ)
3.7,Quận 12,Yamaha,Nouvo,20000,Tay ga,100 - 175 cc,Nhật Bản,15,Yamaha Nouvo,yamaha lx giấy tờ đầy đủ xe còn còn mới đẹp như hình động cơ êm ái ái điện đèn còi đầy đủ mua bán tại nhà bao tranh chấp toàn quốc,False,False,False,False,False,False,9.90353755128617,1250.0,1,0,2,False,10,Tay Ga Phổ Thông - Đại Trà
14.3,Quận 12,Honda,Air Blade,200000,Tay ga,100 - 175 cc,Thái Lan,16,Honda Air Blade,cần bán xe air blade fi a lắc fi up đầu thái biển số thành phố dễ nhìn dễ nhớ dễ đọc máy móc êm ái ru điện đề đầy đủ chủ đi nước ngoài không ký được bán btc áo chân có trầy theo năm tháng giá em nó đ có giảm giá cho ace mau lẹ,False,False,False,False,False,False,12.206077645517674,11764.70588235294,1,0,4,False,10,Tay Ga Phổ Thông - Đại Trà
31.0,Quận 12,Honda,Click,123456,Tay ga,100 - 175 cc,Thái Lan,11,Honda Click,click i thái nhà dư xe bán click i theo giấy đăng ký biển số thành phố chính chủ xe nữ chạy đi làm hàng ngày hàng ngày xe có smartkey có chế đồng hồ vario để tiện coi giờ đồng hồ nguyên bản theo xe cất trong tủ ai cần liên hệ cò lái gì tha dùm em nha,True,False,False,False,True,False,11.723648196284437,10288.0,1,0,4,False,2,Tay Ga Zin - Chính Chủ
9.7,Quận 12,Piaggio,Vespa,30000,Tay ga,100 - 175 cc,Other,15,Piaggio Vespa,xe chạy tốt như mới bán tại nhà chính chủ xe chạy tốt như mới bán tại nhà chính chủ biển sài gòn sang tên công chứng thoải mái xe này nhà đi giữ gìn kỹ kiểu dáng còn mới đẹp máy mạnh chính chủ mua hồi xưa rất cao nay cần nên bán lại có thương lượng cho người iu xe,False,False,False,False,True,False,10.308985993422082,1875.0,1,0,3,False,8,Tay Ga - Chính Chủ (Không Zin)
37.0,Quận 12,Honda,Air Blade,8190,Tay ga,100 - 175 cc,Ấn Độ,3,Honda Air Blade,xe tay ga air blade chính chủ đen đỏ mới xe mua tại minh long xe trùm mền chỉ mới khuyến mãi bao thầy thợ xe check xe xe bao nguyên bản như mua tại cửa hàng,True,False,False,False,True,False,9.010791269515602,2047.5,1,0,9,False,2,Tay Ga Zin - Chính Chủ
7.0,Quận 12,Yamaha,Nozza,84000,Tay ga,100 - 175 cc,Other,13,Yamaha Nozza,xe nozza nữ đi chính chủ như hình xe vk đi làm hàng ngày bank mua mới chính chủ tới giờ xe đi bình thường rất tiết kiệm xăng bên ngoài dán keo lột ra mới lắm ạ a c nào thiện chí thương lượng nhanh gọn xem xe tại chung cư lê thị riêng quận kế bên công viên lê thị riêng,False,False,False,False,True,False,11.338583982516495,6000.0,1,0,3,False,8,Tay Ga - Chính Chủ (Không Zin)
14.3,Quận 12,Honda,Air Blade,20000,Tay ga,100 - 175 cc,Việt Nam,16,Honda Air Blade,dư dùng cần bán air blade fi biển số thành phố không c chú đi nước ngoài giờ nhà dư xe quá cần ra đi air blade fi máy cực êm ái dàn ngoài úp áo thái đèn có trầy theo năm tháng cần gọi trực tiếp em hoặc inb dép lào ạ,False,False,False,False,False,True,9.90353755128617,1176.4705882352941,1,0,6,False,5,Tay Ga - Đã Nâng Cấp
24.5,Quận 12,Yamaha,Exciter,32000,Tay côn/Moto,100 - 175 cc,Việt Nam,5,Yamaha Exciter,xe nguyên bản chính chủ xe nguyên bản chính chủ giao dịch trực tiếp liên hệ,True,False,False,False,True,False,10.373522431293592,5333.333333333333,0,0,6,False,2,Tay Ga Zin - Chính Chủ
12.5,Quận 12,Honda,Future,51000,Xe số,100 - 175 cc,Việt Nam,24,Honda Future,bán xe honda future honda future đời mọi chức năng hoạt động đầy đủ chạy tốt máy móc cực êm ái bình đề có đủ full chức năng dàn chân cứng cáp không sàng lắc biển tphcm giấy đăng ký theo xe hợp lệ bao tranh chấp triệu có giảm giá cho ai thiện chí xem xe tại tô ký quận,False,False,False,False,False,False,10.839600519357369,2040.0,2,0,6,False,1,Xe Số Cũ - Giá Rẻ
46.0,Quận 12,Honda,Air Blade,7200,Tay ga,100 - 175 cc,Nhật Bản,2,Honda Air Blade,can ban air blade ban dac biet chính chủ xe vk e đi it nen còn rất mới bản đặc biệt ạ mới đi ngàn thôi xe chính chủ bs tỉnh nha ace xe chính chủ nha,False,False,False,False,True,False,8.881975184248867,2400.0,1,0,2,False,8,Tay Ga - Chính Chủ (Không Zin)
13.5,Quận 12,Suzuki,Raider,56000,Tay côn/Moto,100 - 175 cc,Nhật Bản,9,Suzuki Raider,cần bán nhanh raider chính chủ bao tranh chấp triệu anh em đam mê dòng này thổi máy binh chế độ xe kiểng bao còn mới đẹp tự do chế độ xe theo ý mình rẻ tiền dễ chơi bao phê tốc độ xe làm chủ cuộc chơi e nói vậy thôi máy rin nha anh em anh em ai cần liên hệ á cám ơn ad duyệt bài ạ giấy tờ đầy đủ giá rẻ bao tranh chấp suzuki nhật bản,False,False,False,False,True,True,10.933124826700707,5600.0,0,0,2,False,5,Tay Ga - Đã Nâng Cấp
3.5,Quận 12,Honda,Winner,100000,Tay côn/Moto,100 - 175 cc,Nhật Bản,3,Honda Winner,cần cần bán nhanh xe may móc rất êm ái xe chạy rất chạy tốt cần cần bán nhanh em ai cần thì alô không đọc tin,False,False,False,False,False,False,11.51293546492023,25000.0,0,0,2,False,10,Tay Ga Phổ Thông - Đại Trà
